date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:08:48	160192/160192	---M--	200	added ('OK')	image/jpeg	etag:%22271c0-5e7ef33e32488%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/sky@2x.jpg	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/sky@2x.jpg	(from https://wearebreakfast.com/)
11:08:49	122726/122726	---M--	200	added ('OK')	image/png	etag:%221df66-5e7ef32b603df%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/egg-balloon.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/egg-balloon.png	(from https://wearebreakfast.com/)
11:08:49	11555/11555	---M--	200	added ('OK')	image/png	etag:%222d23-5e7ef3356c559%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/logo.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/logo.png	(from https://wearebreakfast.com/)
11:08:49	2392/2392	---M--	200	added ('OK')	image/png	etag:%22958-5e7ef3356c436%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/logo-egg.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/logo-egg.png	(from https://wearebreakfast.com/)
11:08:49	56640/56640	---M-Z	200	added ('OK')	text/html	etag:%221791-1761153813;gz%22	https://wearebreakfast.com/latest-work/	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/latest-work/index.html	(from https://wearebreakfast.com/)
11:08:49	526829/526829	---M--	200	added ('OK')	image/png	etag:%22809ed-5e7ef3331a92c%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/hills.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/hills.png	(from https://wearebreakfast.com/)
11:08:49	7819/7819	---M--	200	added ('OK')	image/png	etag:%221e8b-5e8a053c18635%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/sign-light-yolky.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/sign-light-yolky.png	(from https://wearebreakfast.com/)
11:08:50	5502/5502	---M--	200	added ('OK')	image/png	etag:%22157e-5e7ef33b0fa82%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/sign-1.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/sign-1.png	(from https://wearebreakfast.com/)
11:08:50	11502/11502	---M--	200	added ('OK')	image/png	etag:%222cee-5e7ef33ebe3ba%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/switch.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/switch.png	(from https://wearebreakfast.com/)
11:08:50	44932/44932	---M--	200	added ('OK')	image/png	etag:%22af84-5e7ef3393bdee%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/raspberry-1.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/raspberry-1.png	(from https://wearebreakfast.com/)
11:08:50	27359/27359	---MCZ	200	added ('OK')	text/html	etag:%221800-1761176042;gz%22	https://wearebreakfast.com/about/	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/about/index.html	(from https://wearebreakfast.com/)
11:08:50	43244/43244	---M--	200	added ('OK')	image/png	etag:%22a8ec-5e7ef339502c4%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/raspberry-2.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/raspberry-2.png	(from https://wearebreakfast.com/)
11:08:51	44055/44055	---M--	200	added ('OK')	image/png	etag:%22ac17-5e7ef339671e6%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/raspberry-3.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/raspberry-3.png	(from https://wearebreakfast.com/)
11:08:51	62251/62251	---M--	200	added ('OK')	image/png	etag:%22f32b-5e7ef32aae70c%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/egg-1.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/egg-1.png	(from https://wearebreakfast.com/)
11:08:51	118210/118210	---M--	200	added ('OK')	image/png	etag:%221cdc2-5e7ef32a3387c%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/dial-gold.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/dial-gold.png	(from https://wearebreakfast.com/)
11:08:51	44607/44607	---MCZ	200	added ('OK')	text/html	etag:%221803-1761176230;gz%22	https://wearebreakfast.com/services/	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/services/index.html	(from https://wearebreakfast.com/)
11:08:51	114702/114702	---M--	200	added ('OK')	image/png	etag:%221c00e-5e7ef34144bad%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/tape.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/tape.png	(from https://wearebreakfast.com/)
11:08:51	248231/248231	---M--	200	added ('OK')	image/png	etag:%223c9a7-5e7ef339e1b3f%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/reflections.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/reflections.png	(from https://wearebreakfast.com/)
11:08:52	72811/72811	---M--	200	added ('OK')	image/png	etag:%2211c6b-5efc5d8f02722%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/themes/breakfast/assets/dist/images/hungry-for-more-sticker.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/themes/breakfast/assets/dist/images/hungry-for-more-sticker.png	(from https://wearebreakfast.com/)
11:08:52	221050/221050	---M--	200	added ('OK')	image/png	etag:%2235f7a-5e9bcfe06bf0e%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/bacon.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/bacon.png	(from https://wearebreakfast.com/)
11:08:52	334255/334255	---M--	200	added ('OK')	image/png	etag:%22519af-5e9bcfdffcd6e%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/hands.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/hands.png	(from https://wearebreakfast.com/)
11:08:52	38438/38438	---MCZ	200	added ('OK')	text/html	etag:%221801-1761176042;gz%22	https://wearebreakfast.com/contact/	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/contact/index.html	(from https://wearebreakfast.com/)
11:08:52	259036/259036	---M--	200	added ('OK')	image/png	etag:%223f3dc-5e9bcfde5de6a%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/rose.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/rose.png	(from https://wearebreakfast.com/)
11:08:53	431861/431861	---M--	200	added ('OK')	image/png	etag:%22696f5-5e9bcfdee92e3%22	https://cc5d904ea32865928201.b-cdn.net/wp-content/uploads/hand.png	C:/My%20Web%20Sites/breakfast/cc5d904ea32865928201.b-cdn.net/wp-content/uploads/hand.png	(from https://wearebreakfast.com/)
11:08:53	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2027%20Oct%202025%2004:08:52%20GMT	https://wearebreakfast.com/latest-work	C:/My%20Web%20Sites/breakfast/wearebreakfast.com/latest-work	(from https://wearebreakfast.com/)
